Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,HouseAge,RemodAge,IsRemodeled,TotalLivingArea,BsmtFinType1_ord,BsmtFinType2_ord,FinishedBsmtSF,FinishedBsmtRatio,OverallQC,QualCondGap,TotalPorchSF,HasPorch,HasDeck,HasPool,HasFireplace,HasAlley,IsPavedStreet,SaleSeason,TotalBath,RoomDensity,HasGarage,GarageAge,GarageAreaPerCar,GarageQual_ord,GarageCond_ord,GarageQC,HasMasVnr,LotShapeRatio
340,20,RL,66.0,12400,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,7,1958,1998,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,176.0,TA,TA,CBlock,TA,Fa,No,Rec,585.0,Unf,0.0,630,1215.0,GasA,TA,Y,FuseA,1215,0,0,1215,0.0,0.0,1,0,3,1,TA,6,Typ,0,None,Attchd,1958.0,Unf,1.0,297.0,TA,TA,Y,0,0,0,0,234,0,None,None,None,0,6,2009,WD,Normal,155000.0,51,11,1,2430.0,3.0,1.0,585.0,0.4810855263157895,42,-1,234,1,0,0,0,0,1,Summer,1.0,173.57142857142858,1,51.0,148.5,3,3,9,1,0.5874222888084224
341,60,RL,85.0,14191,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,967,967.0,GasA,Ex,Y,SBrkr,993,915,0,1908,0.0,0.0,2,1,4,1,Gd,9,Typ,0,None,Attchd,2002.0,Fin,2.0,431.0,TA,TA,Y,135,0,0,0,0,0,None,None,None,0,4,2010,WD,Normal,202900.0,8,8,0,2875.0,1.0,1.0,0.0,0.0,40,3,0,0,1,0,0,0,1,Spring,2.5,190.8,1,8.0,143.66666666666666,3,3,9,0,0.7075904592796586
342,20,RH,60.0,8400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,4,4,1950,1950,Gable,CompShg,Wd Sdng,AsbShng,None,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,0.0,Unf,0.0,721,721.0,GasA,Gd,Y,SBrkr,841,0,0,841,0.0,0.0,1,0,2,1,TA,4,Typ,0,None,CarPort,1950.0,Unf,1.0,294.0,TA,TA,N,250,0,24,0,0,0,None,None,None,0,9,2009,WD,Normal,82000.0,59,59,0,1562.0,1.0,1.0,0.0,0.0,16,0,24,1,1,0,0,0,1,Fall,1.0,168.2,1,59.0,147.0,3,3,9,0,0.6475879073636157
343,90,RL,73.0,8544,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1949,1950,Gable,CompShg,Stucco,Stucco,BrkFace,340.0,TA,TA,Slab,None,None,None,None,0.0,None,0.0,0,0.0,Wall,Fa,N,FuseA,1040,0,0,1040,0.0,0.0,2,0,2,2,TA,6,Typ,0,None,Detchd,1949.0,Unf,2.0,400.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,5,2006,WD,Normal,87500.0,57,56,1,1040.0,,,0.0,0.0,12,-1,0,0,0,0,0,0,1,Spring,2.0,148.57142857142858,1,57.0,133.33333333333334,3,3,9,1,0.7813021754468154
344,120,RL,63.0,8849,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,616.0,Ex,TA,PConc,Ex,TA,No,GLQ,28.0,Unf,0.0,1656,1684.0,GasA,Ex,Y,SBrkr,1684,0,0,1684,0.0,0.0,2,0,2,1,Ex,6,Typ,1,Ex,Attchd,2005.0,RFn,2.0,564.0,TA,TA,Y,495,72,0,0,0,0,None,None,None,0,7,2008,WD,Normal,266000.0,3,3,0,3368.0,6.0,1.0,28.0,0.01661721068249258,45,4,72,1,1,0,1,0,1,Summer,2.0,240.57142857142858,1,3.0,188.0,3,3,9,1,0.6626757212725966
345,160,RM,36.0,2592,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,3,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,No,Rec,129.0,BLQ,232.0,175,536.0,GasA,TA,Y,SBrkr,536,576,0,1112,0.0,0.0,1,1,3,1,TA,4,Typ,0,None,Attchd,1976.0,Unf,1.0,336.0,TA,TA,Y,182,0,0,0,0,0,None,None,None,0,4,2010,WD,Normal,85000.0,34,34,0,1648.0,3.0,4.0,361.0,0.6722532588454376,15,2,0,0,1,0,0,0,1,Spring,1.5,222.4,1,34.0,168.0,3,3,9,0,0.6934854406929878
346,50,RL,65.0,6435,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1.5Fin,6,5,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,972,972.0,GasA,Gd,Y,SBrkr,972,605,0,1577,0.0,0.0,1,0,3,1,Fa,6,Typ,1,Gd,Detchd,1939.0,Unf,1.0,312.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,10,2006,WD,Normal,140200.0,67,56,1,2549.0,1.0,1.0,0.0,0.0,30,1,0,0,0,0,1,0,1,Fall,1.0,225.28571428571428,1,67.0,156.0,3,3,9,0,0.8003107496545175
347,20,RL,73.0,12772,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1960,1998,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,Mn,BLQ,498.0,Unf,0.0,460,958.0,GasA,TA,Y,SBrkr,958,0,0,958,0.0,0.0,1,0,2,1,TA,5,Typ,0,None,Attchd,1960.0,RFn,1.0,301.0,TA,TA,Y,0,0,0,0,0,0,None,None,Gar2,15500,4,2007,WD,Normal,151500.0,47,9,1,1916.0,4.0,1.0,498.0,0.5192909280500522,48,-2,0,0,0,0,0,0,1,Spring,1.0,159.66666666666666,1,47.0,150.5,3,3,9,0,0.6402763268059364
348,20,RL,73.0,17600,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,30.0,TA,TA,CBlock,TA,TA,No,BLQ,1270.0,Unf,0.0,208,1478.0,GasA,Ex,Y,FuseA,1478,0,0,1478,1.0,0.0,2,0,3,1,TA,6,Typ,2,Gd,Attchd,1960.0,Unf,2.0,498.0,TA,TA,Y,0,40,0,0,0,0,None,None,None,0,12,2009,WD,Normal,157500.0,49,49,0,2956.0,4.0,1.0,1270.0,0.8586883029073699,30,1,40,1,0,0,1,0,1,Winter,3.0,211.14285714285714,1,49.0,166.0,3,3,9,1,0.5461415073491543
349,160,RL,36.0,2448,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,Gd,TA,PConc,Gd,TA,No,GLQ,573.0,Unf,0.0,191,764.0,GasA,Ex,Y,SBrkr,764,862,0,1626,1.0,0.0,2,1,2,1,Gd,6,Typ,0,None,BuiltIn,2003.0,RFn,2.0,474.0,TA,TA,Y,0,27,0,0,0,0,None,None,None,0,10,2008,WD,Normal,154000.0,5,4,1,2390.0,6.0,1.0,573.0,0.7490196078431373,35,2,27,1,0,0,0,0,1,Fall,3.5,232.28571428571428,1,5.0,158.0,3,3,9,1,0.7131923294919613
350,60,RL,56.0,20431,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,BrkFace,870.0,Ex,TA,PConc,Ex,TA,No,GLQ,1410.0,Unf,0.0,438,1848.0,GasA,Ex,Y,SBrkr,1848,880,0,2728,1.0,0.0,2,1,4,1,Ex,10,Typ,2,Ex,Attchd,2006.0,Fin,3.0,706.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,4,2006,New,Partial,437154.0,1,0,1,4576.0,6.0,1.0,1410.0,0.7625743645213628,45,4,0,0,0,0,1,0,1,Spring,3.5,248.0,1,0.0,176.5,3,3,9,1,0.38905896958096403
351,120,RL,68.0,7820,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2007,2007,Hip,CompShg,MetalSd,MetalSd,BrkFace,362.0,Ex,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1869,1869.0,GasA,Ex,Y,SBrkr,1869,0,0,1869,0.0,0.0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2007.0,RFn,2.0,617.0,TA,TA,Y,210,54,0,0,0,0,None,None,None,0,12,2007,New,Partial,318061.0,0,0,0,3738.0,1.0,1.0,0.0,0.0,45,4,54,1,1,0,1,0,1,Winter,2.0,267.0,1,0.0,205.66666666666666,3,3,9,1,0.7603647453237098
352,120,RL,80.5,5271,Pave,None,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,5,1986,1986,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,1082.0,Unf,0.0,371,1453.0,GasA,Gd,Y,SBrkr,1453,0,0,1453,1.0,0.0,1,1,2,1,Gd,6,Typ,1,TA,Attchd,1986.0,RFn,2.0,445.0,TA,TA,Y,0,80,0,0,184,0,None,None,None,0,12,2006,WD,Abnorml,190000.0,20,20,0,2906.0,6.0,1.0,1082.0,0.7441540577716643,35,2,264,1,0,0,1,0,1,Winter,2.5,207.57142857142858,1,20.0,148.33333333333334,3,3,9,0,1.093725437635029
353,50,RL,60.0,9084,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,Fa,Mn,LwQ,236.0,Rec,380.0,0,616.0,GasA,TA,N,SBrkr,616,495,0,1111,0.0,1.0,1,0,3,1,TA,5,Typ,0,None,Detchd,1941.0,Unf,1.0,200.0,TA,Fa,Y,48,0,0,0,0,0,None,None,None,0,3,2008,ConLw,Normal,95000.0,67,58,1,1727.0,2.0,3.0,616.0,0.9983792544570502,30,-1,0,0,1,0,0,0,1,Spring,1.5,185.16666666666666,1,67.0,100.0,3,2,6,0,0.6229881347102335
354,30,RM,60.0,8520,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,8,1928,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,624,624.0,GasA,Gd,Y,SBrkr,720,0,0,720,0.0,0.0,1,0,2,1,TA,5,Typ,0,None,Detchd,2005.0,Unf,2.0,484.0,TA,TA,Y,106,0,0,0,0,0,None,None,None,0,5,2010,WD,Normal,105900.0,82,7,1,1344.0,1.0,1.0,0.0,0.0,48,-2,0,0,1,0,0,0,1,Spring,1.0,120.0,1,5.0,161.33333333333334,3,3,9,0,0.6430603080670122
355,50,RL,60.0,8400,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1940,2000,Gable,CompShg,Wd Sdng,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,388.0,Unf,0.0,552,940.0,GasA,Ex,Y,SBrkr,1192,403,0,1595,0.0,0.0,1,0,2,1,TA,6,Typ,2,Gd,Attchd,1940.0,Unf,1.0,240.0,TA,TA,Y,0,0,108,0,0,0,None,None,None,0,6,2006,WD,Normal,140000.0,66,6,1,2535.0,2.0,1.0,388.0,0.412327311370882,30,1,108,1,0,0,1,0,1,Summer,1.0,227.85714285714286,1,66.0,120.0,3,3,9,0,0.6475879073636157
356,20,RL,105.0,11249,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,Gd,No,ALQ,334.0,BLQ,544.0,322,1200.0,GasA,Ex,Y,SBrkr,1200,0,0,1200,1.0,0.0,2,0,3,1,Gd,6,Typ,0,None,Attchd,1995.0,RFn,2.0,521.0,TA,TA,Y,0,26,0,0,0,0,None,None,None,0,8,2007,WD,Normal,177500.0,12,12,0,2400.0,5.0,4.0,878.0,0.7310574521232306,30,1,26,1,0,0,0,0,1,Summer,3.0,171.42857142857142,1,12.0,173.66666666666666,3,3,9,0,0.9807465165310603
357,20,RL,64.0,9248,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,106.0,TA,TA,PConc,Gd,TA,No,GLQ,560.0,Unf,0.0,598,1158.0,GasA,Gd,Y,SBrkr,1167,0,0,1167,1.0,0.0,2,0,3,1,Gd,6,Typ,0,None,Attchd,1992.0,RFn,2.0,400.0,TA,TA,Y,120,26,0,0,0,0,None,None,None,0,7,2009,WD,Normal,173000.0,17,17,0,2325.0,6.0,1.0,560.0,0.4831751509922347,36,0,26,1,1,0,0,0,1,Summer,3.0,166.71428571428572,1,17.0,133.33333333333334,3,3,9,1,0.658663071639203
358,120,RM,44.0,4224,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,5,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,874.0,Unf,0.0,268,1142.0,GasA,TA,Y,SBrkr,1142,0,0,1142,1.0,0.0,1,1,3,1,TA,6,Typ,1,Po,Attchd,1976.0,Fin,2.0,528.0,TA,TA,Y,536,90,0,0,0,0,None,MnPrv,None,0,8,2007,WD,Normal,134000.0,31,31,0,2284.0,5.0,1.0,874.0,0.7646544181977253,25,0,90,1,1,0,1,0,1,Summer,2.5,163.14285714285714,1,31.0,176.0,3,3,9,0,0.6667443804006293
359,80,RL,92.0,6930,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,5,4,1958,1958,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,120.0,TA,TA,CBlock,TA,TA,Av,BLQ,300.0,Rec,294.0,468,1062.0,GasA,Ex,Y,FuseF,1352,0,0,1352,0.0,1.0,1,0,3,1,Gd,6,Min2,0,None,BuiltIn,1958.0,Unf,1.0,288.0,TA,TA,Y,168,0,294,0,0,0,None,None,None,0,7,2006,WD,Abnorml,130000.0,48,48,0,2414.0,4.0,3.0,594.0,0.5587958607714016,20,1,294,1,1,0,0,0,1,Summer,1.5,193.14285714285714,1,48.0,144.0,3,3,9,1,1.0920319213281005
360,60,RL,78.0,12011,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,530.0,Gd,TA,PConc,Gd,TA,Av,GLQ,956.0,Unf,0.0,130,1086.0,GasA,Ex,Y,SBrkr,1086,838,0,1924,1.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1998.0,RFn,2.0,592.0,TA,TA,Y,208,75,0,0,374,0,None,None,None,0,6,2006,WD,Normal,280000.0,8,8,0,3010.0,6.0,1.0,956.0,0.8794848206071757,40,3,449,1,1,0,1,0,1,Summer,3.5,240.5,1,8.0,197.33333333333334,3,3,9,1,0.7052778698011344
361,85,RL,74.0,7540,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1978,1978,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,773.0,Unf,0.0,115,888.0,GasA,Ex,Y,SBrkr,912,0,0,912,1.0,0.0,1,0,2,1,TA,5,Typ,1,TA,Attchd,1978.0,RFn,2.0,470.0,TA,TA,Y,0,0,0,0,192,0,None,MnPrv,None,0,6,2007,WD,Normal,156000.0,29,29,0,1800.0,6.0,1.0,773.0,0.8695163104611924,36,0,192,1,0,0,1,0,1,Summer,2.0,152.0,1,29.0,156.66666666666666,3,3,9,0,0.8425062780797656
362,50,RL,51.0,9144,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1940,1982,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,399.0,Unf,0.0,484,883.0,GasA,Gd,Y,SBrkr,988,517,0,1505,1.0,0.0,1,0,3,1,TA,8,Typ,0,None,Detchd,1940.0,Unf,1.0,240.0,TA,TA,N,0,0,0,0,0,0,None,None,None,0,7,2008,WD,Normal,145000.0,68,26,1,2388.0,3.0,1.0,399.0,0.4513574660633484,25,0,0,0,0,0,0,1,1,Summer,2.0,167.22222222222223,1,68.0,120.0,3,3,9,0,0.527817729394709
363,85,RL,64.0,7301,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,7,5,2003,2003,Gable,CompShg,HdBoard,HdBoard,BrkFace,500.0,Gd,TA,Slab,None,None,None,None,0.0,None,0.0,0,0.0,GasA,Ex,Y,SBrkr,495,1427,0,1922,0.0,0.0,3,0,4,1,Gd,7,Typ,1,Ex,BuiltIn,2003.0,RFn,2.0,672.0,TA,TA,Y,0,0,177,0,0,0,None,None,None,0,7,2009,ConLD,Normal,198500.0,6,6,0,1922.0,,,0.0,0.0,35,2,177,1,0,0,1,0,1,Summer,3.0,240.25,1,6.0,224.0,3,3,9,1,0.7403475227189998
364,160,RM,21.0,1680,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,8,1972,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,510.0,TA,TA,CBlock,TA,TA,No,ALQ,162.0,Unf,0.0,321,483.0,GasA,Gd,Y,SBrkr,483,504,0,987,0.0,0.0,1,1,2,1,Gd,5,Typ,0,None,Detchd,1972.0,Unf,1.0,264.0,TA,TA,Y,250,0,0,0,0,0,None,None,None,0,5,2009,WD,Normal,118000.0,37,2,1,1470.0,5.0,1.0,162.0,0.3347107438016529,48,-2,0,0,1,0,0,0,1,Spring,1.5,164.5,1,37.0,132.0,3,3,9,1,0.500145243800242
365,60,RL,80.0,18800,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,120.0,TA,TA,PConc,Gd,TA,Mn,GLQ,712.0,Unf,0.0,84,796.0,GasA,TA,Y,SBrkr,790,784,0,1574,1.0,0.0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1976.0,Fin,2.0,566.0,TA,TA,Y,306,111,0,0,0,0,None,None,None,0,7,2006,WD,Normal,190000.0,30,30,0,2370.0,6.0,1.0,712.0,0.8933500627352572,30,1,111,1,1,0,1,0,1,Summer,3.5,224.85714285714286,1,30.0,188.66666666666666,3,3,9,1,0.5792354572393037
366,70,RM,59.0,10690,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,7,1920,1997,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,Fa,No,Rec,456.0,Unf,0.0,216,672.0,GasA,Gd,Y,FuseA,672,672,0,1344,0.0,0.0,1,0,3,1,TA,6,Typ,0,None,Detchd,1964.0,Unf,1.0,468.0,TA,Fa,Y,0,128,218,0,0,0,None,None,None,0,7,2009,WD,Normal,147000.0,89,12,1,2016.0,3.0,1.0,456.0,0.6775631500742942,35,-2,346,1,0,0,0,0,1,Summer,1.0,192.0,1,45.0,234.0,3,2,6,0,0.5651749383539767
367,20,RL,73.0,9500,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1963,1963,Gable,CompShg,Plywood,Plywood,BrkFace,247.0,TA,TA,CBlock,Gd,TA,No,BLQ,609.0,Unf,0.0,785,1394.0,GasA,Gd,Y,SBrkr,1394,0,0,1394,1.0,0.0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,1963.0,RFn,2.0,514.0,TA,TA,Y,0,76,0,0,185,0,None,None,None,0,7,2009,WD,Normal,159000.0,46,46,0,2788.0,4.0,1.0,609.0,0.43655913978494626,30,1,261,1,0,0,1,0,1,Summer,2.5,199.14285714285714,1,46.0,171.33333333333334,3,3,9,1,0.7413580241826028
368,80,RL,101.0,9150,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,1962,1962,Gable,Tar&Grv,Plywood,Plywood,BrkFace,305.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,371.0,Unf,0.0,728,1099.0,GasA,Gd,Y,SBrkr,1431,0,0,1431,0.0,1.0,1,0,3,1,TA,6,Typ,1,Gd,Basment,1962.0,RFn,1.0,296.0,TA,TA,Y,64,110,0,0,0,0,None,None,None,0,12,2008,WD,Normal,165000.0,46,46,0,2530.0,6.0,1.0,371.0,0.3372727272727273,30,1,110,1,1,0,1,0,1,Winter,1.5,204.42857142857142,1,46.0,148.0,3,3,9,1,1.0449468649254607
369,20,RL,78.0,7800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,HdBoard,HdBoard,BrkFace,200.0,TA,TA,PConc,TA,TA,No,LwQ,540.0,Unf,0.0,728,1268.0,GasA,Gd,Y,SBrkr,1268,0,0,1268,0.0,0.0,1,0,2,1,TA,7,Typ,1,Gd,Attchd,1954.0,Fin,1.0,244.0,TA,TA,Y,0,98,0,0,0,0,None,None,None,0,3,2010,WD,Normal,132000.0,56,56,0,2536.0,2.0,1.0,540.0,0.425531914893617,30,-1,98,1,0,0,1,0,1,Spring,1.0,158.5,1,56.0,122.0,3,3,9,1,0.873288046638764
370,20,RL,73.0,9830,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,72.0,Rec,258.0,733,1063.0,GasA,Ex,Y,SBrkr,1287,0,0,1287,1.0,0.0,1,0,3,1,Gd,7,Typ,1,Gd,Detchd,1997.0,Fin,2.0,576.0,TA,TA,Y,364,17,0,0,182,0,None,None,None,0,3,2010,WD,Normal,162000.0,51,4,1,2350.0,5.0,3.0,330.0,0.3101503759398496,35,-2,199,1,1,0,1,0,1,Spring,2.0,160.875,1,13.0,192.0,3,3,9,0,0.7289331592064437
371,60,RL,64.0,8121,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,953,953.0,GasA,Ex,Y,SBrkr,953,711,0,1664,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,2000.0,RFn,2.0,460.0,TA,TA,Y,100,40,0,0,0,0,None,None,None,0,1,2006,WD,Normal,172400.0,6,6,0,2617.0,1.0,1.0,0.0,0.0,30,1,40,1,1,0,1,0,1,Winter,2.5,208.0,1,6.0,153.33333333333334,3,3,9,0,0.7023967775152439
372,50,RL,80.0,17120,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Feedr,Norm,1Fam,1.5Fin,4,4,1959,1959,Gable,CompShg,WdShing,Plywood,None,0.0,TA,TA,CBlock,None,None,None,None,0.0,None,0.0,0,0.0,GasA,TA,Y,SBrkr,1120,468,0,1588,0.0,0.0,2,0,4,1,TA,7,Min2,1,Gd,Detchd,1991.0,Fin,2.0,680.0,TA,TA,N,0,59,0,0,0,0,None,None,None,0,7,2008,WD,Normal,134432.0,49,49,0,1588.0,,,0.0,0.0,16,0,59,1,0,0,1,0,1,Summer,2.0,198.5,1,17.0,226.66666666666666,3,3,9,0,0.6067803860990433
373,120,RL,50.0,7175,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1984,1984,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,623.0,LwQ,121.0,0,744.0,GasA,TA,Y,SBrkr,752,0,0,752,1.0,0.0,1,0,2,1,TA,4,Typ,0,None,Attchd,1984.0,Unf,1.0,264.0,TA,TA,Y,353,0,0,0,90,0,None,MnPrv,None,0,2,2010,WD,Normal,125000.0,26,26,0,1496.0,5.0,2.0,744.0,0.9986577181208054,30,1,90,1,1,0,0,0,1,Winter,2.0,150.4,1,26.0,132.0,3,3,9,0,0.5833940042548583
374,20,RL,79.0,10634,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,BLQ,428.0,LwQ,180.0,0,608.0,GasA,TA,Y,SBrkr,1319,0,0,1319,1.0,0.0,1,0,3,1,TA,5,Min2,0,None,Attchd,1953.0,Unf,1.0,270.0,TA,TA,Y,66,0,0,0,0,0,None,GdWo,None,0,11,2009,WD,Normal,123000.0,56,56,0,1927.0,4.0,2.0,608.0,0.9983579638752053,30,-1,0,0,1,0,0,0,1,Fall,2.0,219.83333333333334,1,56.0,135.0,3,3,9,0,0.7587305310962056
375,60,RL,65.0,8200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,847,847.0,GasA,Ex,Y,SBrkr,847,1081,0,1928,0.0,0.0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2003.0,Fin,2.0,434.0,TA,TA,Y,100,48,0,0,0,0,None,None,None,0,7,2007,WD,Normal,219500.0,4,3,1,2775.0,1.0,1.0,0.0,0.0,35,2,48,1,1,0,1,0,1,Summer,2.5,214.22222222222223,1,4.0,144.66666666666666,3,3,9,0,0.7099646712756824
